Intercept,CD300LG,FABP4,LEP
63.27382079675818,-0.0,5.7657491686759235,-1.5180298311415719
63.14168590253511,-0.0,5.89656859025059,-1.5936937664145592
63.166441109105904,-0.0,5.843284774388093,-1.5891491646463856
63.092096287866084,-0.0,5.771224948585031,-1.4111036319934829
63.139426939261725,-0.0,5.764112869155955,-1.4558593848289156
63.137260851755066,-0.6181384449604271,6.339468397632281,-1.6269420114769917
63.191467853996066,-0.0,5.829199913296495,-1.5227704572538103
63.15080975502766,-0.0,5.879208318385611,-1.5271033339598374
63.2282356150119,-0.0,5.770627404205871,-1.4298840235299108
63.17427990168052,-0.0,5.754150619949733,-1.4617825271685696
63.15083141617351,-0.0,5.939184653549316,-1.5359948651072515
63.20128796519748,-0.0,5.809162694794521,-1.5085429273880842
63.249967786687534,-0.0,5.819558581110636,-1.5750658928768133
63.281140978111466,-0.0,5.98377524367168,-1.4486545072153505
63.20291456974282,-0.0,5.8193923041558735,-1.538054517036194
63.16732024661866,-0.0,5.803284032375654,-1.4916456238712592
63.22757877596257,-0.0,5.867645031722792,-1.536214938018054
63.13656267986178,-0.0,5.813724886767387,-1.497715794585241
63.18343344051341,-0.0,5.837496237237181,-1.5263600558466162
63.165415436820055,-0.0,5.803361525271765,-1.5379462130044637
63.16479286418201,-0.0,5.814541999338747,-1.5369729982949023
63.1258968683462,-0.0,5.923677793766435,-1.6105637699919522
63.14194983349111,-0.0,5.752466321798806,-1.4380912160558763
63.27028952913186,-0.0,5.834641740314815,-1.5966681211213438
63.20396888598679,-0.0,5.789955279077885,-1.5211669643423904
63.170232308373045,-0.0,5.807671291670498,-1.4811595854661381
63.198198645099254,-0.0,5.822225053978199,-1.523824154186495
63.141057701831265,-0.0,5.801748760000077,-1.5391332710275532
63.24968376128843,-0.0,5.863529751552708,-1.5094373093892293
63.145751349585865,-0.0,5.825768112483732,-1.5055533564362658
63.14483902005051,-0.0,5.871365336697184,-1.5767939947795562
63.16171931277266,-0.0,5.805063964120946,-1.4691989758124813
63.25346728556198,-0.0,5.849946128281078,-1.5661661807006588
63.15057133054524,-0.0,5.724734966975523,-1.4614796145042763
63.08384345500278,0.0,5.631189105252241,-1.5288316168860498
63.14141801744297,-0.49408524786586777,6.28284809749195,-1.6033664539244863
63.218505388528435,-0.0,5.786270585866729,-1.5158023786422843
63.244844350765874,-0.0,5.88051136135034,-1.5203575296084801
63.09172575957826,-0.8505056460905296,6.194433670814643,-1.5321681971467405
63.18513398923251,-0.0,5.829233050772643,-1.5224934552154221
63.187896140224225,-0.0,5.842326748744905,-1.5309826041547314
63.17387505128791,-0.0,5.824582977957759,-1.533767500427154
63.12990215026801,-0.0,5.822350348987775,-1.5137477809518782
63.160898627379254,-0.0,5.842939027243118,-1.4971423167581892
63.161423303518106,-0.0,5.712815764201053,-1.4500492034649914
63.151055273458496,-0.0,5.907048697204844,-1.5271236942104907
63.190679206872666,-0.0,5.829976205478242,-1.5239420109543675
63.18248782587082,-0.0,5.827113364264743,-1.54114933368044
63.139210246387435,-0.0,5.960164521681527,-1.5871780244063793
63.22216362086344,-0.0,5.861515092492217,-1.5259958044482782
63.16203956589323,-0.0,5.800366048700043,-1.5018473872009541
63.1210704536437,-0.0,5.808759373727497,-1.529894140962095
63.22858160841585,-0.0,5.853325288685506,-1.5780992758490613
63.113205065655784,-0.0,5.632732127327811,-1.4333669897342969
63.20201010514122,-0.0,5.80474124847668,-1.517213602116962
63.27793634327583,-0.0,5.776206722611587,-1.473937781927694
63.15020925907478,-0.0,5.819187487224153,-1.562438862781598
63.097231750601416,-0.0,5.747324592099754,-1.524014854167719
63.16152384587628,-0.0,5.8475135879154205,-1.5041018570467333
63.199139710317766,-0.0,5.834355675957269,-1.5003440539435853
63.274929609175814,-0.0,5.899803607514138,-1.4611640212713166
63.205486835503876,-0.0,5.842542681812466,-1.5359049271617682
63.139874979486514,-0.0,5.945804319913781,-1.5562499074863134
63.23222631542201,-0.0,5.856802094283323,-1.4488644829398198
63.175004682332556,-0.0,5.834768661072389,-1.5244950708680944
63.119707813848855,-0.0,5.872023709581862,-1.5364030404396531
63.17577084441952,-0.0,5.819560466592578,-1.5195330510358238
63.20421498978086,-0.0,5.81123076999119,-1.5252910554439905
63.22281269462203,-0.0,5.865419081904087,-1.5391485175820712
63.30440284443539,-0.0,5.805374815733614,-1.5505839875440912
63.13605082248478,-0.0,5.871136784495958,-1.6228816402500494
63.145749475625834,-0.0,5.859111423473286,-1.5388705833479281
63.198682351044695,-0.0,5.818882118699446,-1.5270736384283432
63.205898408176715,-0.0,5.812941409244382,-1.535424945504469
63.29505869375214,-0.8287228314085487,6.404654110449994,-1.5212581217218004
63.150165356610714,-0.0,5.8386244388498625,-1.5480773021723293
63.169749902540815,-0.0,5.791592092876761,-1.5177565499675483
63.1644017811195,-0.0,5.810148462958653,-1.5102591254051096
63.15952643850178,-0.0,5.813736820366492,-1.4861018591595243
63.18612364020712,-0.0,5.840130343484,-1.522559250852301
63.17017811387624,-0.0,5.868600400291756,-1.522760087334143
63.150469936233286,-0.0,5.855930965998327,-1.5255145816395121
63.148188819841955,-0.0,5.775539186423746,-1.506054628865732
63.325078352192136,-0.0,6.048549186006419,-1.4879501600413918
63.171661273650635,-0.0,5.8326680307452685,-1.5261931960850423
63.21972092717391,-0.0,5.808051044828717,-1.5594729081324177
63.15057896583221,-0.0,5.978786515080148,-1.5714332333905174
63.23532429421388,-0.0,5.793660718176681,-1.5575681688807659
63.12891108743339,0.0,5.843955792111706,-1.5812854663151743
63.139034343180434,-0.0,5.67593564378192,-1.4455958374799507
63.111518653042765,-0.0,5.8308756842994285,-1.4754429739034216
63.139449990464726,-0.0,5.9601458320176475,-1.6038038403994237
63.13557043118895,-0.0,5.866796464098859,-1.5584101064796054
63.16755678954214,-0.0,5.846803898889836,-1.5532352463882664
63.19884382595279,-0.0,5.848225679964208,-1.522682505764537
63.191659625268514,-0.0,5.8268606806113565,-1.522459084325058
63.23310239209893,-0.0,5.622180582117091,-1.465466052142655
63.213232205982486,-0.0,5.8354496569504795,-1.539009899104793
63.22007687189729,-0.0,5.8301322610789805,-1.551265608901481
63.236741041473984,-0.0,6.022532889567482,-1.567358782048425
63.16685236350248,-0.0,5.824074050087016,-1.5298287009772464
63.2183677744047,-0.0,5.8502601037590525,-1.492731346993179
63.156255267334686,-0.0,5.863481784889449,-1.4970473571626337
63.18963284707357,-0.0,5.8295322846256115,-1.5236888459355387
63.20142852784585,-0.0,5.798810343696074,-1.513837036547278
63.23806942981902,-0.0,5.869289660292953,-1.5051451800241231
63.16605027683183,-0.0,5.821964930929565,-1.4944774980610702
63.27798548261167,-0.05740448380462331,5.937010783469303,-1.6408788978788622
63.18438271984367,-0.0,5.830317896120372,-1.526791887004403
63.16886189982248,-0.0,5.78722464731879,-1.5095551048531413
63.15426803110557,-0.0,5.7839291587059805,-1.5123247704288747
63.21800989943438,-0.0,5.816402103187149,-1.4922598439196235
63.179832184078954,-0.0,5.870981598385074,-1.5202907011892277
63.22879928279063,-0.0,5.837373250406818,-1.5543883856816834
63.17932187172699,-0.0,5.8704178074558815,-1.5421280048593622
63.10110618235642,-0.0,5.660296347151755,-1.530227772953683
63.17921643267318,-0.0,5.887957244417096,-1.5391728567298595
63.20423073687652,-0.0,5.857455482841931,-1.532736543784149
63.28455769687131,-0.0,5.89944400028176,-1.5950731580862256
63.18412810730258,-0.0,5.832057953940494,-1.519920144887084
63.20040468126053,-0.0,5.973189019184868,-1.576113410751442
63.07006217462611,-0.0,5.8157693474932595,-1.5587360400159593
63.16945858423904,-0.0,5.8141341425806905,-1.5606222076289853
63.205789071486436,-0.0,5.807571410937694,-1.5274745922194266
63.18463740299841,-0.0,5.821267706311834,-1.5162131922117348
63.17080312461662,-0.0,5.888763589561205,-1.5793714898483189
63.17143282672657,-0.0,5.792329129804236,-1.5147602566105387
63.23250546873013,-0.0,5.811791150132065,-1.5119533087464272
63.1609127095594,-0.0,5.873853308227383,-1.563983561974928
63.172752455414866,-0.0,5.846803771610612,-1.5167605307757102
63.192919838000556,-0.0,5.830924942149384,-1.5208313879049526
63.14932195315633,-0.0,6.271230809704771,-1.6149719749871914
63.17960335497961,-0.0,5.813084594708697,-1.5307030546652556
63.263785704398444,-0.0,5.844186497690106,-1.5402568265005943
63.10570457323809,-0.0,5.938465205588054,-1.5525158875584686
63.185733280297434,-0.0,5.8271054583875905,-1.5226837133789624
63.24960908707446,-0.0,5.703688624940905,-1.5196386555659713
63.26648319041499,-0.0,5.908774069664932,-1.62807636051757
63.167395457029315,-0.0,5.811391505184379,-1.5341684756678668
63.21740973278183,-0.0,5.811533556236057,-1.5278366144943345
63.3151302207632,-1.0118607147138312,6.147999140803277,-1.5454647680691675
63.3490022702737,-0.17335539478180959,5.9602849771816695,-1.556555591619482
63.28806133542571,-0.0,5.994530275696447,-1.684628639830916
63.19052724529664,-0.0,5.76355453123275,-1.4890977047075804
63.206801510256,-0.0,5.8255635426717,-1.5282100933095237
63.110574964772695,-0.0,5.6471327400297975,-1.459349998886497
63.15105274484237,-0.0,5.8229090730646025,-1.5324239906530923
63.237101767201494,-0.0,5.844393926397577,-1.5456397719983972
63.272518891044705,-0.0,5.827536541717886,-1.4818144030504374
63.10255013255039,-0.0,5.796522094287484,-1.4433333868005938
63.174935909556666,-0.0,5.952539468031113,-1.5622651136694197
63.168596958056526,-0.0,5.800723123853478,-1.527356458343509
63.144316599705604,-0.0,5.720436787930521,-1.476663419859459
63.2229509017719,-0.0,5.819422521248583,-1.5209153494426733
63.38008806467252,-0.0,5.887052385751823,-1.2893440878838474
63.22287523471317,-0.0,5.83251266268252,-1.5307406347287946
63.170211246040566,-0.0,5.856295896235437,-1.5225826118867165
63.24818949332102,-0.0,5.803551997833731,-1.5043913181570514
63.18246856517739,-0.0,5.769715968559117,-1.466768697231109
63.17021075449015,-0.0,5.812643066442126,-1.5477750446168435
63.23921055846778,-0.0,5.877227213207941,-1.5287299003466264
63.22984745880848,-0.0,5.785793606811036,-1.4840694503636995
63.25149292447505,-0.0,5.9287354427353804,-1.4831445708112112
63.218563615342134,-0.0,5.744466920140905,-1.4926241957628408
63.10256225381913,-0.0,5.836114419677747,-1.6077067072988585
63.2696924840722,-0.0,5.856289312106719,-1.6078129578593334
63.22870827518686,-0.0,5.890315333310514,-1.595771931638602
63.212232798558325,-0.0,5.8967985597296355,-1.5716924890468305
63.22125421093893,-0.0,5.842853291534804,-1.5493587227025274
63.13880106782307,-0.0,5.921552018401079,-1.554675646949071
63.21036140495319,-0.0,5.788154602453793,-1.4954384508026586
63.17730580452774,-0.0,5.780058520765031,-1.4542952511494027
63.30887087979107,-0.0,5.839014769262433,-1.6477722110626942
63.16855985241552,-0.0,5.8150896903915035,-1.5081741710321594
63.17443549052926,-0.0,5.797628767172432,-1.5275685034086683
63.19178839581914,-0.0,5.826759792701708,-1.5235535557188755
63.31913504952705,-0.21905609444521895,5.754267624825995,-1.4923620992970532
63.181479098099025,-0.0,5.850648249586809,-1.5223185512113249
63.18486731949489,-0.0,5.8359917505455075,-1.530128615520565
63.27911957936038,-0.0,5.308435708546648,-1.2342396420776114
63.231713013053394,-0.0,5.849542242168467,-1.592302657055101
63.17919026465188,-0.0,5.851844216939097,-1.5199810470428972
63.13648204995766,-0.0,5.759104915205292,-1.5016158775638386
63.308892855256616,-0.0,5.779234581615053,-1.430059626487841
