Intercept,ACAN,BGN,CRLF1,FRZB,LTBP2,MFGE8,SOST,THBS2,TNFRSF11B,VCAN
63.65835275613016,8.18144237085562,0.6897755881441436,-0.0,-0.0,7.127773076405225,-4.3416089652845455,9.234482931849554,-10.371963863058756,-0.0,0.0
63.57321448727764,8.237739583054303,0.7450246267715991,-0.0,-0.0,6.8632813869438225,-4.524980263674765,9.61148302507247,-10.476110576714795,-0.0,0.0
63.63598456364183,8.182893977413285,0.690862586304501,-0.0,-0.0,7.224404396060628,-4.4830655659478476,9.194529587808075,-10.456961060793725,-0.0,0.2810338648432371
63.62483945954974,7.99647024005502,0.6849305889908553,-0.0,-0.0,7.13751170202784,-3.9958346658939092,9.187915868586597,-10.369119424287621,-0.0,0.0
63.57682075706396,8.396447791717517,0.6949716373303183,-0.0,-0.0,6.8000910642709025,-4.371548449782495,9.34866633156202,-10.249990403838336,-0.0,0.0
63.5928459495679,8.390788675248348,0.6477500516270457,-0.0,-0.0,7.531094736499985,-4.488512875988908,8.996068801608564,-10.526413563359235,-0.0,0.0
63.658814373451435,8.352075389937877,0.6811057970639032,-0.0,-0.0,7.144482341093403,-4.480423531361666,9.305320478910001,-10.429766720310118,-0.0,0.0
63.62929894859188,8.374738432349911,0.5477769062863489,-0.0,-0.0,7.330514201355448,-4.409124610753167,9.304114288264584,-10.384507549262322,-0.0,0.0
63.691343342696435,8.58396897338125,0.6459101105101889,-0.0,-0.0,6.816452100352273,-4.470580618269896,9.331499035012431,-10.161814995493671,-0.0,0.0
63.68460292504797,8.006620261090543,0.7021988634727642,-0.0,-0.0,6.999100275387445,-4.232367939920426,9.761709309086124,-10.583695977265185,-0.0,0.0
63.64506439107311,8.327935224364191,0.6769916436436014,-0.0,-0.0,7.173764014596149,-4.433076431089842,9.275529138959103,-10.433244795421361,-0.0,0.0
63.709514320672234,8.286667269215926,0.7384398762888797,-0.0,-0.0,7.454842878778162,-4.3812417829207595,9.17622876469851,-10.691558085092822,-0.0,0.0
63.66160523117922,8.408670400286859,0.6636176595558593,-0.0,-0.0,7.012994180408224,-4.463717133007684,9.22592547354101,-10.258132561351257,-0.0,0.0
63.689695301140546,8.3850954594698,0.6890652557460792,-0.0,-0.0,6.991964457830025,-4.291073456644322,9.31205084516687,-10.506027937081308,-0.0,0.12512182294041127
63.634157731785045,8.338419333316544,0.7014325887767886,-0.0,-0.0,7.3084999568019215,-4.37367619980655,9.264778532805229,-10.59325887876686,-0.0,0.0
63.60664471237033,8.374834484212311,0.6837097924677534,-0.0,-0.0,6.996611978736903,-4.433640030698932,9.364372519087288,-10.408071461458958,-0.0,0.0
63.65589285040198,8.318759110512454,0.6663516691323899,-0.0,-0.0,7.0111780810905335,-4.181105404237889,9.266711175196976,-10.416898145132665,-0.0,0.0
63.59049728606589,8.668667370315315,0.6354533137297872,-0.0,-0.0,6.55356748384475,-4.27727793867773,9.517832503992107,-10.19983994990279,-0.0,0.0
63.6331301780388,8.30047278031829,0.6943510250104267,-0.0,-0.0,7.218504665213408,-4.391071686463856,9.281062675482481,-10.50070867689943,-0.0,0.0
63.60559236492881,8.178059100861324,0.6493717761265296,-0.0,-0.0,7.173766456198308,-4.40389447089139,9.469719146453459,-10.629025094581193,-0.0,0.0
63.63717965948946,8.295185274379405,0.6925147490507942,-0.0,-0.0,7.202364144614213,-4.4071624244806635,9.253661720002501,-10.497842012235783,-0.0,0.0
63.62803259614054,8.338278994341863,0.6887217724672596,-0.0,-0.0,7.209966742285628,-4.451013425294237,9.169009593165493,-10.401053025037035,-0.0,0.0
63.585029208716826,8.216241717575354,0.7157438487497456,-0.0,-0.0,6.957906718950195,-4.60332135271515,9.265625621977286,-10.111546005675203,-0.0,0.0
63.67734837299514,7.999266082283048,0.6807346136856607,-0.0,-0.0,7.543247363607482,-4.555816934655817,9.03206756929847,-10.363763152389735,-0.0,0.03740659415652138
63.66745810455641,8.20231993467044,0.6757239143853075,-0.0,-0.0,7.0980041835056795,-4.398620152949516,9.345008075695945,-10.415669291595572,-0.0,0.0
63.605342489791326,8.302420663503225,0.6874935658068204,-0.0,-0.0,6.7698631023184,-4.302967468539073,9.584509345822323,-10.327094136299872,-0.0,0.0
63.66213901816282,8.426985624857442,0.6892592395108272,-0.0,-0.0,7.2186636671201585,-4.476349111031998,9.175551668037635,-10.44486584549862,-0.0,0.0
63.55039842230615,8.967751167989954,0.6376537396260599,-0.0,-0.0,6.607717604041264,-4.559218768629182,9.945876540975814,-10.896726612776417,-0.0,0.0
63.67181597098717,8.348472433435775,0.6820497894644226,-0.0,-0.0,7.038641097485276,-4.293581905195864,9.302277915033129,-10.480265225224057,-0.0,0.0
63.58090186063347,8.533658171214634,0.6958473149754381,-0.0,-0.0,6.928978453494091,-4.582836688367717,9.225666650912734,-10.02592341469897,-0.0,0.0
63.58389091924197,8.263359904559886,0.7149688012066284,-0.0,-0.0,7.462614890407363,-4.2731097481177,9.300209003033363,-10.91196599679667,-0.0,0.3361759695087323
63.64477785331996,8.335079889324568,0.6758531897428024,-0.0,-0.0,7.16830515743963,-4.431867859538527,9.277226923787614,-10.437642217931625,-0.0,0.0
63.68705913836877,8.162578267678663,0.6960886477325281,-0.0,-0.0,7.200033560254804,-4.264004944985195,9.253011173576533,-10.507457565753862,-0.0,0.0
63.61663933224838,7.760649290652347,0.691263941602142,-0.0,-0.0,7.197849078461987,-4.290564906224032,9.44787578542846,-10.472367840944122,-0.0,0.0
63.53386356213663,8.383058943811346,0.5744214327800451,-0.0,-0.0,7.005350414076601,-4.499035312319023,9.106441541818391,-9.995947049220684,-0.0,0.0
63.601618276695824,8.49980392826351,0.6480057470720112,-0.0,-0.0,7.273391353006499,-4.58792233539251,9.037897347830794,-10.320368972131556,-0.0,0.0
63.641640313889475,8.355031250855214,0.7082273185267869,-0.0,-0.0,7.201420462740849,-4.414116698936546,9.137730425144461,-10.512177039242907,-0.0,0.07943630712982103
63.689284507840945,8.418929152056222,0.6343529653265166,-0.0,-0.0,7.26207125457989,-4.487548063601965,9.233087001644455,-10.37753767659482,-0.0,0.0
63.57091439203467,8.182692859317582,0.5620824780710165,-0.0,-0.0,7.096230410636292,-4.197884789724219,9.24186650710202,-10.26128042766337,-0.0,0.0
63.629726955908346,8.336762587498457,0.6532861605669305,-0.0,-0.0,7.283006598320034,-4.4372651425028415,9.259895616637262,-10.458034647156985,-0.0,0.0
63.63638525731608,8.344839447216025,0.6964539996732304,-0.0,-0.0,7.141369453531105,-4.4684504313017595,9.297145704900691,-10.423880083575252,-0.0,0.0
63.58395020830798,8.703873103467767,0.7187093933058892,-0.0,-0.0,6.905600445307246,-4.416108461834991,9.2223222391256,-10.460230716894321,-0.0,0.0
63.6152259633175,8.492452769676033,0.7069780010671715,-0.0,-0.0,6.826821101037048,-4.447573841682868,9.365077134999062,-10.329404437722946,-0.0,0.0
63.628201104364265,8.165120200555853,0.7063314457199141,-0.0,-0.0,7.367787157782016,-4.350497231864819,9.22319722068158,-10.578919169404653,-0.0,0.0
63.65373302247397,8.123776472721968,0.6838637424978757,-0.0,-0.0,7.1818639458583995,-4.347275434309022,9.38720856696773,-10.481778849224565,-0.0,0.0
63.445690398030415,6.109032103595192,0.8392391402342202,0.0,-0.4383774269308645,5.417731848458618,-3.917746809421786,8.292203023661454,-6.790797115462414,-0.0,0.45322670147874305
63.62948698156571,8.364295824407726,0.6783473188743959,-0.0,-0.0,7.267081240690316,-4.475416426289544,9.241904644361925,-10.466733381864026,-0.0,0.0
63.66832345920195,8.236089030955823,0.6964826310062927,-0.0,-0.0,7.177630446459561,-4.365024795116988,9.367982965902286,-10.536945385942571,-0.0,0.0
63.64804786910836,8.153915049549651,0.6700240885097668,-0.0,-0.0,7.621194282633176,-3.9748645805763303,9.200345487797254,-11.037571447768842,-0.0,0.0
63.655615224220774,8.294885240449208,0.6911276771480385,-0.0,-0.0,7.147676442637445,-4.423002412748938,9.282688180581246,-10.42425573635761,-0.0,0.0
63.64409777412898,8.277650739573163,0.6938199507517506,-0.0,-0.0,7.300677429768555,-4.452100313297318,9.121561349309921,-10.426132438212141,-0.0,0.0
63.5926974746707,8.308215265301653,0.6921935715544514,-0.0,-0.0,7.065191964131778,-4.324354722027394,9.233889242035204,-10.420801725834226,-0.0,0.0
63.637842091676085,8.24976572750523,0.6692290073455744,-0.0,-0.0,7.273370672401987,-4.368906963924489,9.32248176351841,-10.574368672168005,-0.0,0.0
63.54576192976178,8.679705302252955,0.6305522295634765,-0.0,-0.0,6.455642687607258,-4.595422909388546,9.323634464499126,-9.935801957244989,-0.0,0.0
63.661415392704164,8.420854744692281,0.6827463110617717,-0.0,-0.0,7.142895678570083,-4.444085131274222,9.210609415553357,-10.437461040185816,-0.0,0.0
63.73252422083391,7.727145655445091,0.8237404140980374,-0.0,-0.0,7.473641922366038,-4.201964057723798,9.142586609399011,-10.874207979486357,-0.0,0.2145114850072453
63.603385371723995,8.606472787038769,0.6521334131278916,-0.0,-0.0,7.20622899734407,-4.520270933275643,9.082033344897795,-10.409288757568344,-0.0,0.07747900893511038
63.55588733126432,8.3589303111949,0.6893803742143012,-0.0,-0.0,6.468077204016519,-4.297041310883509,9.477982923548641,-10.133555313747847,-0.0,0.0
63.60831817332278,8.676333198247745,0.7443535079193654,-0.0,-0.0,7.018385706704197,-4.855776940712149,8.97962511328976,-10.094053027332246,-0.0,0.0
63.63836053815063,8.30105967602118,0.6882341061281129,-0.0,-0.0,7.220515998294654,-4.43395011455656,9.259037948916237,-10.486154734066169,-0.0,0.0
63.71341436084751,8.996777167719003,0.6164850619828922,-0.0,-0.0,7.2166578991475605,-4.4718755997153865,8.974206055867695,-10.485763919867123,-0.0,0.0
63.61460284425766,8.427438609124405,0.6629978386604566,-0.0,-0.0,7.028128030454658,-4.548279144963592,9.416287117463677,-10.419234268400416,-0.0,0.0
63.6599113976515,8.303550399066605,0.6408232027630567,-0.0,-0.0,7.114811313747336,-4.424370465380224,9.275586633614427,-10.303545663838019,-0.0,0.0
63.68075721660609,8.248314184853717,0.6545964601497316,-0.0,-0.0,7.418456997054998,-4.490426117188237,9.173306689024038,-10.369571597154307,-0.0,0.0
63.66888823793761,8.434375663780706,0.7100335251342699,-0.0,-0.0,7.208794119883304,-4.379202430108144,9.211505913635948,-10.54638241703842,-0.0,0.0
63.5662445221861,8.030753359996647,0.6893266159029996,-0.0,-0.0,7.291463566035562,-4.770965065210434,9.176417635386514,-10.066745408566447,-0.0,0.0
63.629904610627484,8.307019065298826,0.677648770187801,-0.0,-0.0,7.029086084823159,-4.366922511228374,9.352322630030358,-10.374218229041803,-0.0,0.0
63.680652327153005,8.457528779756492,0.6467805801329061,-0.0,-0.0,7.096969137579153,-4.451722206289518,9.357177667473001,-10.537670091463866,-0.0,0.0
63.70941021787637,8.102271189064629,0.6592213953323951,-0.0,-0.0,7.7790872255777535,-4.4391918641545285,9.229924700680973,-10.741382755220688,-0.0,0.0
63.71063528063455,7.525550544333196,0.5513033908737474,-0.0,-0.0,7.7343157302645995,-4.427044507376532,9.18452144065174,-10.33820917270894,-0.0,0.0
63.65046311425941,8.32448572791528,0.6759916821209968,-0.0,-0.0,7.1697802326405045,-4.439212112243353,9.308542682235915,-10.450324598350777,-0.0,0.0
63.59919353110472,8.171550642649049,0.7820839311938858,-0.0,-0.0,7.167246742862476,-4.376566535044013,9.23703067856552,-10.478176289705566,-0.0,0.0
63.6910603546222,8.271931026497501,0.6280015420699753,-0.0,-0.0,7.327811608438114,-4.403333817326655,9.343229032632024,-10.544750616036787,-0.0,0.0
63.6728545675774,8.31493961926516,0.6625209581849206,-0.0,-0.0,7.170929754471174,-4.344759392369318,9.300206793998317,-10.495666044199387,-0.0,0.0
63.659639134855986,8.363300262684083,0.6908183662152645,-0.0,-0.0,7.573071736232359,-4.761850819778505,8.66786807512945,-10.087275644605407,-0.0,0.006079533270911854
63.61101033468991,8.336284270221023,0.6947235664871398,-0.0,-0.0,7.189647264070007,-4.437754652254742,9.200058356943295,-10.394269172290972,-0.0,0.0
63.72053137587799,8.078388692162873,0.7668409622256709,-0.0,-0.0,7.512254564729323,-4.545056408698593,9.587346258830308,-10.740872248093465,-0.0,0.0
63.60105405113595,8.285878179301296,0.7064764866198392,-0.0,-0.0,7.096034835244899,-4.388121992171225,9.40719730470413,-10.571542701012381,-0.0,0.0
63.65904497350687,8.280758274774993,0.6789926866321403,-0.0,-0.0,7.231385164447623,-4.448966392509553,9.329568544696714,-10.505322485985099,-0.0,0.0
63.64158798552599,8.284987985768378,0.6831397101662915,-0.0,-0.0,7.19447821161446,-4.369563375464631,9.316178395537626,-10.500468664720879,-0.0,0.0
63.60562072309512,8.270693941992077,0.690242980361173,-0.0,-0.0,7.198264536738467,-4.597326590407444,9.35709156426971,-10.358455825007013,-0.0,0.0
63.59381017333468,8.380080882507665,0.6220268292510793,-0.0,-0.0,7.13131096653524,-4.4601754411707155,9.479678519761908,-10.35681903797927,-0.0,0.0
63.60322065387501,8.153651361234349,0.7103134554602273,-0.0,-0.0,7.286575356191686,-4.336320166832468,9.277043295291762,-10.701516195874442,-0.0,0.0
63.859766407899635,7.899231927260227,0.8692483178062503,-0.0,-0.13448965406506416,8.285840194343736,-4.09974689133867,9.152731345875765,-11.055313952534192,-0.0,0.0
63.62894280331847,8.339323599023027,0.6371803938254497,-0.0,-0.0,7.095980292457546,-4.303213162343863,9.387809445246672,-10.415552829163312,-0.0,0.0
63.63988142359561,8.396621726559108,0.6820824884463074,-0.0,-0.0,7.156412284388294,-4.444934722751732,9.280987915840393,-10.468927142989482,-0.0,0.0
63.4428169797992,6.0363946750433675,0.8155099687961034,0.0,-0.5792138582564069,5.400224468267248,-4.161600278090992,8.455833533473433,-6.658856476555751,-0.0,0.4113255284867339
63.72306833852657,8.230047756623781,0.5983568251718374,-0.0,-0.0,7.4547159917093655,-4.135622839266973,9.334764796444624,-10.871582738311686,-0.0,0.0
63.60062925360503,8.240906036464208,0.5782385456289804,-0.0,-0.0,7.18877365625273,-4.419099651414113,9.315091640598995,-10.368160445445964,-0.0,0.21216785554928944
63.60582493261171,7.9458191912192095,0.6995205726325852,-0.0,-0.0,7.315945230271324,-4.4959971878828595,9.148030835289601,-10.242363660998228,-0.0,0.0
63.56373249244008,8.195104306092263,0.7822395707304081,-0.0,-0.0,6.7735218931863415,-4.233470290035166,9.59155214732012,-10.682867699191616,-0.0,0.0
